SAT subject tests and HSGPA
below threshold:  1228  above:  1292
train_data_percent,test_data_percent,train_instance_count,,clf_train_acc,clf_test_acc,base_train_acc,base_test_acc
0.26,0.74,491,,0.682281059063,0.590476190476,0.501018329939,0.522222222222
0.265,0.735,500,,0.674,0.587301587302,0.498,0.509523809524
0.27,0.73,510,,0.680392156863,0.593650793651,0.46862745098,0.493650793651
0.275,0.725,519,,0.684007707129,0.592063492063,0.506743737958,0.493650793651
0.28,0.72,529,,0.684310018904,0.590476190476,0.499054820416,0.506349206349
0.285,0.715,538,,0.685873605948,0.584126984127,0.507434944238,0.504761904762
0.29,0.71,548,,0.678832116788,0.584126984127,0.470802919708,0.487301587302
0.295,0.705,557,,0.680430879713,0.584126984127,0.513464991023,0.522222222222
0.3,0.7,567,,0.689594356261,0.588888888889,0.488536155203,0.530158730159
0.305,0.695,576,,0.682291666667,0.593650793651,0.526041666667,0.530158730159
0.31,0.69,585,,0.68547008547,0.606349206349,0.521367521368,0.471428571429
0.315,0.685,595,,0.680672268908,0.612698412698,0.495798319328,0.480952380952
0.32,0.68,604,,0.672185430464,0.620634920635,0.524834437086,0.507936507937
0.325,0.675,614,,0.687296416938,0.622222222222,0.464169381107,0.522222222222
0.33,0.67,623,,0.69341894061,0.622222222222,0.499197431782,0.506349206349
0.335,0.665,633,,0.699842022117,0.626984126984,0.473933649289,0.496825396825
0.34,0.66,642,,0.702492211838,0.61746031746,0.465732087227,0.5
0.345,0.655,652,,0.696319018405,0.61746031746,0.490797546012,0.495238095238
0.35,0.65,661,,0.695915279879,0.62380952381,0.452344931921,0.463492063492
0.355,0.645,670,,0.685074626866,0.619047619048,0.470149253731,0.48253968254
0.36,0.64,680,,0.676470588235,0.62380952381,0.513235294118,0.493650793651
0.365,0.635,689,,0.66763425254,0.625396825397,0.500725689405,0.473015873016
0.37,0.63,699,,0.665236051502,0.62380952381,0.503576537911,0.538095238095
0.375,0.625,708,,0.670903954802,0.625396825397,0.495762711864,0.512698412698
0.38,0.62,718,,0.671309192201,0.615873015873,0.479108635097,0.519047619048
0.385,0.615,727,,0.672627235213,0.607936507937,0.484181568088,0.503174603175
0.39,0.61,737,,0.674355495251,0.609523809524,0.48710990502,0.514285714286
0.395,0.605,746,,0.672922252011,0.609523809524,0.487935656836,0.5
0.4,0.6,756,,0.662698412698,0.611111111111,0.5,0.496825396825
0.405,0.595,765,,0.658823529412,0.604761904762,0.509803921569,0.5
0.41,0.59,774,,0.660206718346,0.604761904762,0.505167958656,0.503174603175
0.415,0.585,784,,0.658163265306,0.604761904762,0.559948979592,0.471428571429
0.42,0.58,793,,0.658259773014,0.6,0.46658259773,0.498412698413
0.425,0.575,803,,0.658779576588,0.6,0.540473225405,0.493650793651
0.43,0.57,812,,0.660098522167,0.6,0.523399014778,0.504761904762
0.435,0.565,822,,0.66301703163,0.603174603175,0.473236009732,0.506349206349
0.44,0.56,831,,0.667870036101,0.603174603175,0.506618531889,0.504761904762
0.445,0.555,841,,0.675386444709,0.604761904762,0.491082045184,0.492063492063
0.45,0.55,850,,0.674117647059,0.598412698413,0.511764705882,0.512698412698
0.455,0.545,859,,0.674039580908,0.595238095238,0.498253783469,0.488888888889
0.46,0.54,869,,0.673187571922,0.595238095238,0.464902186421,0.496825396825
0.465,0.535,878,,0.673120728929,0.603174603175,0.49430523918,0.487301587302
0.47,0.53,888,,0.67454954955,0.607936507937,0.509009009009,0.463492063492
0.475,0.525,897,,0.673355629877,0.606349206349,0.498327759197,0.498412698413
0.48,0.52,907,,0.673649393605,0.604761904762,0.525909592062,0.461904761905
0.485,0.515,916,,0.67576419214,0.611111111111,0.512008733624,0.511111111111
0.49,0.51,926,,0.677105831533,0.612698412698,0.511879049676,0.504761904762
0.495,0.505,935,,0.67807486631,0.609523809524,0.486631016043,0.48253968254
0.5,0.5,945,,0.67619047619,0.612698412698,0.484656084656,0.484126984127
0.505,0.495,954,,0.676100628931,0.612698412698,0.5,0.492063492063
0.51,0.49,963,,0.678089304258,0.612698412698,0.51194184839,0.534920634921
0.515,0.485,973,,0.675231243577,0.611111111111,0.473792394656,0.484126984127
0.52,0.48,982,,0.677189409369,0.612698412698,0.466395112016,0.495238095238
0.525,0.475,992,,0.681451612903,0.609523809524,0.519153225806,0.503174603175
0.53,0.47,1001,,0.686313686314,0.609523809524,0.482517482517,0.477777777778
0.535,0.465,1011,,0.688427299703,0.609523809524,0.495548961424,0.506349206349
0.54,0.46,1020,,0.689215686275,0.609523809524,0.494117647059,0.501587301587
0.545,0.455,1030,,0.688349514563,0.606349206349,0.468932038835,0.504761904762
0.55,0.45,1039,,0.687199230029,0.6,0.499518768046,0.52380952381
0.555,0.445,1048,,0.68893129771,0.596825396825,0.524809160305,0.522222222222
0.56,0.44,1058,,0.686200378072,0.592063492063,0.498109640832,0.536507936508
0.565,0.435,1067,,0.684161199625,0.592063492063,0.476101218369,0.484126984127
0.57,0.43,1077,,0.688950789229,0.601587301587,0.511606313835,0.492063492063
0.575,0.425,1086,,0.687845303867,0.6,0.475138121547,0.496825396825
0.58,0.42,1096,,0.688868613139,0.601587301587,0.530109489051,0.493650793651
0.585,0.415,1105,,0.690497737557,0.603174603175,0.490497737557,0.487301587302
0.59,0.41,1115,,0.685201793722,0.603174603175,0.503139013453,0.473015873016
0.595,0.405,1124,,0.687722419929,0.603174603175,0.525800711744,0.512698412698
0.6,0.4,1134,,0.68430335097,0.606349206349,0.535273368607,0.522222222222
0.605,0.395,1143,,0.686789151356,0.607936507937,0.489063867017,0.484126984127
0.61,0.39,1152,,0.684895833333,0.607936507937,0.494791666667,0.546031746032
0.615,0.385,1162,,0.689328743546,0.607936507937,0.478485370052,0.485714285714
0.62,0.38,1171,,0.697694278395,0.607936507937,0.509820666097,0.509523809524
0.625,0.375,1181,,0.698560541914,0.6,0.510584250635,0.477777777778
0.63,0.37,1190,,0.699159663866,0.6,0.479831932773,0.509523809524
0.635,0.365,1200,,0.699166666667,0.598412698413,0.495,0.501587301587
0.64,0.36,1209,,0.698924731183,0.6,0.509511993383,0.507936507937
0.645,0.355,1219,,0.699753896637,0.596825396825,0.517637407711,0.519047619048
0.65,0.35,1228,,0.701954397394,0.596825396825,0.473127035831,0.503174603175
0.655,0.345,1237,,0.700080840744,0.6,0.507679870655,0.485714285714
0.66,0.34,1247,,0.702485966319,0.595238095238,0.510024057739,0.506349206349
0.665,0.335,1256,,0.700636942675,0.592063492063,0.484076433121,0.485714285714
0.67,0.33,1266,,0.701421800948,0.588888888889,0.505529225908,0.498412698413
0.675,0.325,1275,,0.706666666667,0.584126984127,0.47137254902,0.490476190476
0.68,0.32,1285,,0.705836575875,0.587301587302,0.510505836576,0.503174603175
0.685,0.315,1294,,0.707109737249,0.584126984127,0.509273570325,0.471428571429
0.69,0.31,1304,,0.708588957055,0.590476190476,0.489263803681,0.480952380952
0.695,0.305,1313,,0.709063214014,0.588888888889,0.506473724296,0.519047619048
