Using all features
below threshold:  319  above:  350
train_data_percent,test_data_percent,train_instance_count,,clf_train_acc,clf_test_acc,base_train_acc,base_test_acc
0.02,0.98,10,,0.6,0.428571428571,0.6,0.422619047619
0.025,0.975,12,,0.833333333333,0.60119047619,0.333333333333,0.494047619048
0.03,0.97,15,,0.6,0.60119047619,0.4,0.541666666667
0.035,0.965,17,,0.529411764706,0.571428571429,0.411764705882,0.517857142857
0.04,0.96,20,,0.55,0.428571428571,0.45,0.452380952381
0.045,0.955,22,,0.590909090909,0.428571428571,0.590909090909,0.5
0.05,0.95,25,,0.64,0.428571428571,0.44,0.488095238095
0.055,0.945,27,,0.62962962963,0.428571428571,0.444444444444,0.452380952381
0.06,0.94,30,,0.633333333333,0.428571428571,0.366666666667,0.505952380952
0.065,0.935,32,,0.65625,0.428571428571,0.5,0.541666666667
0.07,0.93,35,,0.685714285714,0.428571428571,0.571428571429,0.464285714286
0.075,0.925,37,,0.648648648649,0.428571428571,0.459459459459,0.52380952381
0.08,0.92,40,,0.6,0.428571428571,0.55,0.505952380952
0.085,0.915,42,,0.619047619048,0.428571428571,0.547619047619,0.494047619048
0.09,0.91,45,,0.622222222222,0.428571428571,0.444444444444,0.470238095238
0.095,0.905,47,,0.617021276596,0.428571428571,0.531914893617,0.511904761905
0.1,0.9,50,,0.6,0.428571428571,0.46,0.529761904762
0.105,0.895,52,,0.596153846154,0.428571428571,0.461538461538,0.464285714286
0.11,0.89,55,,0.654545454545,0.470238095238,0.418181818182,0.434523809524
0.115,0.885,57,,0.614035087719,0.428571428571,0.473684210526,0.488095238095
0.12,0.88,60,,0.683333333333,0.494047619048,0.533333333333,0.517857142857
0.125,0.875,62,,0.645161290323,0.595238095238,0.612903225806,0.482142857143
0.13,0.87,65,,0.661538461538,0.60119047619,0.507692307692,0.505952380952
0.135,0.865,67,,0.65671641791,0.589285714286,0.507462686567,0.529761904762
0.14,0.86,70,,0.671428571429,0.470238095238,0.6,0.470238095238
0.145,0.855,72,,0.680555555556,0.571428571429,0.541666666667,0.470238095238
0.15,0.85,75,,0.653333333333,0.607142857143,0.52,0.541666666667
0.155,0.845,77,,0.688311688312,0.630952380952,0.493506493506,0.5
0.16,0.84,80,,0.6875,0.642857142857,0.4875,0.452380952381
0.165,0.835,82,,0.658536585366,0.60119047619,0.5,0.482142857143
0.17,0.83,85,,0.647058823529,0.607142857143,0.529411764706,0.52380952381
0.175,0.825,87,,0.632183908046,0.619047619048,0.413793103448,0.494047619048
0.18,0.82,90,,0.644444444444,0.64880952381,0.488888888889,0.5
0.185,0.815,92,,0.641304347826,0.636904761905,0.521739130435,0.511904761905
0.19,0.81,95,,0.673684210526,0.625,0.431578947368,0.494047619048
0.195,0.805,97,,0.690721649485,0.654761904762,0.474226804124,0.440476190476
0.2,0.8,100,,0.69,0.660714285714,0.46,0.470238095238
0.205,0.795,102,,0.686274509804,0.636904761905,0.490196078431,0.428571428571
0.21,0.79,105,,0.685714285714,0.630952380952,0.514285714286,0.511904761905
0.215,0.785,107,,0.672897196262,0.625,0.514018691589,0.529761904762
0.22,0.78,110,,0.681818181818,0.625,0.472727272727,0.52380952381
0.225,0.775,112,,0.6875,0.636904761905,0.5,0.52380952381
0.23,0.77,115,,0.686956521739,0.630952380952,0.495652173913,0.488095238095
0.235,0.765,117,,0.709401709402,0.613095238095,0.529914529915,0.464285714286
0.24,0.76,120,,0.716666666667,0.64880952381,0.425,0.52380952381
0.245,0.755,122,,0.72131147541,0.642857142857,0.55737704918,0.607142857143
0.25,0.75,125,,0.704,0.654761904762,0.496,0.535714285714
0.255,0.745,127,,0.716535433071,0.642857142857,0.488188976378,0.511904761905
0.26,0.74,130,,0.715384615385,0.642857142857,0.507692307692,0.446428571429
0.265,0.735,132,,0.69696969697,0.654761904762,0.515151515152,0.452380952381
0.27,0.73,135,,0.681481481481,0.642857142857,0.577777777778,0.482142857143
0.275,0.725,137,,0.678832116788,0.630952380952,0.503649635036,0.529761904762
0.28,0.72,140,,0.678571428571,0.630952380952,0.571428571429,0.607142857143
0.285,0.715,142,,0.683098591549,0.636904761905,0.528169014085,0.488095238095
0.29,0.71,145,,0.696551724138,0.654761904762,0.475862068966,0.52380952381
0.295,0.705,147,,0.700680272109,0.654761904762,0.394557823129,0.511904761905
0.3,0.7,150,,0.706666666667,0.642857142857,0.506666666667,0.52380952381
0.305,0.695,152,,0.703947368421,0.642857142857,0.513157894737,0.494047619048
0.31,0.69,155,,0.703225806452,0.64880952381,0.509677419355,0.52380952381
0.315,0.685,157,,0.675159235669,0.64880952381,0.509554140127,0.470238095238
0.32,0.68,160,,0.68125,0.625,0.5,0.505952380952
0.325,0.675,162,,0.697530864198,0.636904761905,0.524691358025,0.47619047619
0.33,0.67,165,,0.70303030303,0.64880952381,0.50303030303,0.52380952381
0.335,0.665,167,,0.694610778443,0.636904761905,0.520958083832,0.517857142857
0.34,0.66,170,,0.694117647059,0.642857142857,0.464705882353,0.47619047619
0.345,0.655,172,,0.703488372093,0.642857142857,0.558139534884,0.464285714286
0.35,0.65,175,,0.691428571429,0.625,0.48,0.482142857143
0.355,0.645,177,,0.689265536723,0.630952380952,0.446327683616,0.589285714286
0.36,0.64,180,,0.677777777778,0.625,0.538888888889,0.470238095238
0.365,0.635,182,,0.664835164835,0.625,0.423076923077,0.5
0.37,0.63,185,,0.67027027027,0.619047619048,0.454054054054,0.511904761905
0.375,0.625,187,,0.673796791444,0.625,0.433155080214,0.482142857143
0.38,0.62,190,,0.678947368421,0.625,0.515789473684,0.565476190476
0.385,0.615,192,,0.671875,0.625,0.53125,0.529761904762
0.39,0.61,195,,0.671794871795,0.619047619048,0.512820512821,0.583333333333
0.395,0.605,197,,0.664974619289,0.636904761905,0.527918781726,0.470238095238
